"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 5413"																																	
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.392825	141.100651	111.7346401155242									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.80575	141.555417	90.93178112942883									29.87	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.428278	141.346129	90.92151185922239									2.59	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.734754	141.978172	163.23463225053996									15.52	50	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.235583	140.930667	126.40687086276708									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.2177	140.932833	126.35576471504301									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.24115	140.935833	125.91872233103054									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.239361	140.953333	124.40078923238755									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.272444	140.975056	122.33782289192656									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.276639	140.981056	121.79998473253399									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.378528	141.078917	113.49961136833718									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.373	141.140694	108.07119848255287									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.426389	141.218389	101.9284755430665									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.483028	141.293944	96.50648782224435									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.441639	141.330611	92.4980501537743									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.453917	141.348194	91.22813726013565									0	0	5														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.680194	141.431194	276.71529672933247									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.438417	141.437528	83.2459097533159									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.439167	141.438556	83.17302706103884									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.446278	141.438639	83.31537156738483									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.446056	141.438694	83.30588580604433									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.446944	141.43925	83.27742333488138									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.447	141.440444	83.17640590616833									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.445233	141.442764	82.93961839968034									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.443511	141.444108	82.78768981618913									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.4426	141.444231	82.75784160573781									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.444269	141.444347	82.7833700167996									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.437194	141.454833	81.73594592270337									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.474378	141.295066	96.2151500101011									0.15	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.463257	141.282299	97.07216177529762									0.23	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.477954	141.292654	96.50099850977338									0.24	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.131377	140.883406	131.74077540880378									0.26	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.467161	141.290987	96.40846649675046									0.44	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.437233	141.397977	86.61971564469403									0.46	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.465584	141.291587	96.323904646017									0.57	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.445496	141.20627	103.28110809953652									0.63	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.444253	141.273318	97.47921012255502									0.79	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.143056	140.884082	131.4971200023413									0.81	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.446311	141.196824	104.10985302150588									0.93	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.149758	140.887321	131.1151870196755									0.93	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.447341	141.235342	100.8064560486776									0.97	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.012217	145.005967	568.9124237855791									0.98	610	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.242139	141.826111	221.04604648447926									20.2	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.134444	141.854222	208.85322205102008									20.23	75	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.307933	141.892378	119.73919384866426									20.25	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.501081	142.008941	137.34916827849256									20.36	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.0595	141.814833	97.58929591399527									20.53	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.21125	141.887556	109.91386039713903									20.55	248.87	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.523702	142.029655	139.39863278374278									20.58	50	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.040647	141.766186	97.99782562178123									20.62	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.441359	141.441811	82.93921673085975									20.62	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.309722	141.897778	119.76270548955353									20.66	350	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.729361	141.969528	162.80848115290354									20.72	180	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.501606	142.010096	137.38287638819693									20.75	80	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.057778	141.81	97.63416307884427									20.85	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.521175	142.029553	139.12656902968146									20.86	34.13	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.637352	142.005898	152.16183461797172									20.87	150	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.672685	141.978609	156.49775939227573									20.91	120	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.240944	141.826639	220.90677567225993									20.99	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.01389	141.668804	100.45043841229712									21.08	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.312269	141.885978	120.38426686008475									21.17	620	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.3165	141.944361	119.1430136851527									21.24	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.952556	141.956056	187.29859749963575									21.26	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.752694	141.99125	164.95128077545274									21.27	100	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.603933	142.024233	148.20472144080247									21.27	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.706556	141.974833	160.23809691498866									21.3	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.316472	141.944333	119.14082308138862									21.33	116	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.21175	141.888417	109.93636577607377									21.56	350.9	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.63633	142.022597	151.75473432960456									21.6	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.799667	141.982944	170.20312740882923									21.64	200	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.706361	141.975556	160.2034951912695									21.65	190.7	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.734778	141.978194	163.23683755779874									21.73	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.142083	141.825472	105.2050125807354									21.73	1080	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.528679	142.033289	139.87155156410338									21.8	10	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.947	141.944583	186.8876563172539									21.88	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.640456	142.008996	152.44293964847418									22.09	190	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.501643	142.008222	137.42421170575122									22.16	180	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.752306	141.992222	164.89224374188123									22.26	120	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.056944	141.811806	97.47540461639582									22.28	220	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.650705	141.970859	154.26865296093538									22.52	10	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.036792	144.847922	566.3462899438229									2.16	506	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.983713	144.382094	547.4431612165632									2.2	257	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.405583	141.183222	104.69601491908536									2.2	2370	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.110197	140.594382	449.6462693234006									2.23	47.9	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	41.755309	140.721994	409.01569248650503									2.44	16	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.466354	140.857987	480.4911360398411									2.7	40	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.293559	140.985238	121.39965196857321									2.75	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.252539	140.287206	473.6517593086498									2.84	25	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.371389	141.060814	115.023324500914									2.87	280	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.0623	143.067783	422.25410757701263									2.93	150	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.993945	144.365005	548.0744290366993									2.97	117	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.82349	140.962396	134.48848173749678									3.14	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.668013	145.128108	639.8473043367189									3.19	31	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.426777	141.292199	95.5525746504325									3.2	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.525632	141.320762	477.9648079716161									3.3	85	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.528686	140.396139	498.91451011461953									3.7	77	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.077438	145.125515	579.5187489585088									3.8	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.190833	141.782806	216.33727557135074									3.89	940	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.930583	140.695861	301.96359083049066									3.93	23.9	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.582276	140.711725	496.2563070519072									4.11	155	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.201194	141.790194	217.30617611915497									4.27	780	5														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.698478	140.848333	318.7036440113591									4.39	112.9	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.620889	140.686389	238.468718868258									4.55	0	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.718056	140.726528	227.8111033415129									4.66	0	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.657472	140.710222	233.96231198486618									4.86	0	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.938556	140.915972	198.18442256524168									5.68	131	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.176833	141.765056	215.19653280732066									5.69	3050	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.664556	140.714694	233.09809284956174									5.9	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.351611	141.157139	106.49195600939389									6	50	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.366861	141.15775	106.53731813044831									6.4	208.65	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.193667	141.753417	217.2533530574551									6.5	3980	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.479462	142.001689	135.16406059344726									6.53	20	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.083194	140.925194	129.03515074802237									5.78	19.9	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.558056	141.424833	87.71833709704748									8.6	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.695	141.495528	88.38251680673123									15.74	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.844639	141.615139	89.76385338637606									7.83	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.130333	140.905	129.88584735312085									3.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.251972	140.990333	121.09105639659033									3.87	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.907556	140.900917	136.15899159549633									9.93	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.838361	141.587	91.12425848241166									7.05	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.568453	142.023343	144.36834175123997									12.47	710	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.685472	141.442056	91.95598636580759									12.61	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.020389	141.632306	102.97968741255286									15.6	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.013333	140.877111	134.83641398007532									1.54	3378	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.439361	141.442444	82.8434485056709									19.69	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.910325	141.94675	182.86219304824473									11.86	80	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.035556	141.769472	97.36865389069152									16.02	90	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.343083	141.149389	107.1254297757001									0.64	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.753983	141.413939	284.97365941210495									6.5	111	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.430972	141.26575	97.90523418807786									1.42	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.296655	141.052505	115.51230345239084									3.83	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.11575	140.892722	131.2014375568368									1.57	0	4														
		"y"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.942139	141.640056	95.93253071094395									11.75	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1305	140.924833	128.16411772938608									2.6	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.503972	141.61675	253.53284256600463									9.39	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.422167	141.270611	97.34683371000334									5.3	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.2015	140.959472	124.18428189187391									3.11	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.719542	141.527694	87.38449922526598									13.11	340.7	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.060567	140.902131	131.51919455148095									2.4	2410	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.867805	140.937048	134.68657299139213									15.37	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.581897	140.710436	496.24708275320745									4.17	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.033472	141.8845	197.34845074444874									18.48	41	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.058	140.913139	130.63401542346998									4.83	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.625022	142.021089	150.5517531980029									24.25	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.231806	140.99025	121.22802784185586									5.6	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.722642	141.420228	281.4916316499644									6.5	125	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.094111	140.912944	129.86514281710797									3.14	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.344167	141.908806	123.03911486442534									11.86	45	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.346361	141.902444	123.45084398512549									17.82	666	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.442639	141.940944	132.5924896468366									5.01	2000	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.137518	140.882684	131.70461197882784									1.05	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.061822	140.877968	133.56595198521									1.07	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.432689	141.224533	101.49400185496766									1.08	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.128429	140.883053	131.82003857672757									1.09	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.432267	141.357261	90.03170405847769									1.09	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.441865	141.260318	98.55732035499818									1.14	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.060156	140.901875	131.5506363646015									1.2	2405	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.080687	140.888481	132.2501808955586									1.21	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.447351	141.263055	98.41916854869748									1.22	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.054164	140.873834	134.0961853984574									1.26	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.150465	145.142554	587.4770867916027									1.27	670	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.147302	140.884729	131.37675401727253									1.29	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.191674	140.931223	126.75251830075513									1.3	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.119482	140.880636	132.1818653285184									1.31	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.442518	141.279663	96.90147083254651									1.33	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.44306	141.278425	97.0178291854857									1.37	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.220694	142.629889	436.23281449555554									1.44	0	5														
