"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 5413"																																	
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.203083	140.961972	123.95001715377184									4.86	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.4975	140.623444	252.74557527688904									4.86	181.26	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.408194	141.236722	100.08567598750452									4.87	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.418139	141.352306	90.2202337077804									4.89	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.919718	140.857494	203.15254038059408									4.9	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.407333	141.228806	100.76128326152984									2.17	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.515778	141.408667	87.66077250661166									2.17	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.143667	140.911944	129.06892789346435									2.17	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.314556	141.041972	116.43567368161105									2.18	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.026139	140.88275	134.01881203996422									2.19	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.520167	140.775389	488.1376385270853									2.21	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.132771	142.873509	428.04276304761567									2.21	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.096028	140.921861	129.05736844867386									2.24	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.106861	140.904417	130.35318691506433									2.24	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	41.769694	140.725222	410.4163671351668									2.25	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.63	141.622139	485.341853307597									2.26	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.157556	140.899694	129.92751871356586									2.27	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.473762	142.07525	464.4841741651221									2.3	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.096833	140.895167	131.34520144651754									2.3	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.974278	144.724194	556.1145717518527									2.31	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.048306	140.895028	132.41669034993623									2.32	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.048098	140.970532	185.7983312298891									2.32	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.037813	144.842628	566.2861849082742									2.32	110	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.001667	140.884306	134.54303006778196									2.33	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.147694	140.915889	128.66468392596698									2.33	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.400278	141.162917	106.39804688041768									2.35	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.244278	140.965861	123.27468053841902									2.36	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.317778	141.019361	118.41686132232613									2.36	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.414194	141.37875	87.87187754792579									2.36	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.551972	141.409056	88.80558345672509									2.36	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.950207	140.896058	198.34706407387665									2.36	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.179389	140.936667	126.42205667185162									2.37	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.144378	141.000536	176.08610975614263									2.39	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.454056	141.185667	472.47708437764925									2.4	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.5279	141.550503	257.60818993225786									2.4	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.369528	141.062222	114.88734294372085									2.41	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.405778	141.156556	107.01402520994431									2.41	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.991722	140.888361	134.48077629194722									2.43	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.115694	140.545639	451.6300241369971									2.43	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.423944	141.364694	89.24571504541673									2.44	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.125472	140.910306	129.50836637589555									2.44	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.144083	140.933472	127.19398121365734									3.42	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.648	141.664361	486.86884498693513									3.43	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.04375	143.10275	420.6446119528325									3.46	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.967139	140.890194	135.0603612941458									3.48	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.620583	140.686083	238.51233165141448									3.49	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.082942	140.923519	129.18474077443364									3.5	299	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.229	140.956194	124.22412089554268									3.51	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.28725	141.003917	119.77514852597723									3.51	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.428361	141.266444	97.80337466171528									3.55	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.692394	140.727753	324.0224106033773									3.58	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.295444	141.016889	118.62891705448861									3.59	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.652611	141.698472	487.02923912214357									3.62	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.692472	140.729944	323.92659136775956									3.63	55.8	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.616639	140.681222	239.12522234316677									3.64	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.290083	141.060028	114.8619684339154									3.66	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.968833	140.900139	134.1687245150071									3.68	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.96733	140.677987	299.2026363415463									3.69	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.261028	140.98575	121.44700213777418									3.7	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.221167	140.951139	124.72801967766745									3.73	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.321556	141.026028	117.83976036976144									3.73	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.148	140.922694	128.06914473807225									3.75	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.429194	141.305611	94.43374545030976									3.77	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.902417	141.624139	93.65963218571254									3.77	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.969367	140.677618	299.0228651199515									3.8	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.340808	140.601747	267.9120038749973									3.82	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.807528	143.820139	515.6292489468968									3.84	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.974444	140.895139	134.4186811380944									3.86	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.283444	140.992722	120.76213101338331									3.87	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.697518	140.853868	318.59105019133835									3.91	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.888806	141.592306	94.5603885557391									3.91	50	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.631606	141.959851	152.4260505757222									3.92	490	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.341111	140.595667	268.20067933217393									3.92	46.67	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.20775	140.949389	125.00145933921058									3.94	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.113278	140.930083	128.01446676220363									3.95	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.697737	140.853451	318.58471770288133									3.95	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.297944	140.561028	273.9070364521813									3.96	336.54	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.038306	140.899083	132.3142540069552									3.99	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.082653	140.924008	129.14878594385073									4	253	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.080925	145.129047	579.9906785803436									4.01	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.127472	141.835889	208.44419926107048									14.45	249	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.348861	141.912	123.44094269961361									14.5	92.59	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.131192	141.841669	208.73636478876801									14.56	126.2	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.9329	141.633647	95.54733848576677									14.57	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.646528	141.465361	88.19866892322311									14.59	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.239944	141.828472	220.76465354830856									14.69	50	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.437083	141.981778	131.03879845097487									14.72	230	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.741667	141.973333	164.07275896750377									14.76	650	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.586631	141.960946	147.55676372046864									14.8	100	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.297111	141.904694	118.24262639919367									14.85	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.590825	141.941977	148.4137879031747									14.88	450	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.422611	141.985167	129.41169412783387									14.98	190	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.959028	141.697306	94.14181913198145									15.02	855	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.252611	141.822611	222.2457482496115									15.06	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.609613	141.977618	149.6949347512872									15.09	40	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.8826	141.66195	89.79671210142905									15.42	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.9465	141.708111	92.47136874916636									15.51	150	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.899639	140.928472	134.16221241371355									15.54	200	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.998756	141.681246	98.46258464737915									15.56	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.252889	141.822639	222.27536790889746									15.6	40	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.760583	140.997111	134.6747003147007									15.68	160	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.238306	141.913	111.88130321283332									15.73	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.521531	142.028961	139.1761609628458									15.75	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.638119	142.005533	152.25168820563076									15.76	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.949556	141.70925	92.67346523922869									15.89	270	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.049972	141.815972	96.62513990265336									15.94	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.014	141.901514	194.92555323276665									15.97	81	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.42425	141.972583	129.8752875393807									16.03	125	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.131367	141.842608	208.73750152846472									16.09	70.9	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.598991	142.026689	147.6243833450307									16.13	130	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.766444	140.993	134.70856692054454									16.22	25	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.6925	141.960416	158.99124026282962									16.29	540	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.4465	141.446611	82.6375862868898									16.36	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.7575	141.988611	165.51966946344123									16.49	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.152694	141.866889	210.6020430090264									16.52	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.8054	141.55455	90.96705228632943									16.6	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.597387	142.028396	147.42003646020223									16.64	120	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.988694	141.672056	98.07959628327785									16.68	100	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.923528	141.583111	97.82788204706405									4.9	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.881783	140.7921	210.15205896763098									4.94	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.644944	141.972278	153.61810316500663									4.94	3.61	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.970083	140.910194	133.28163160083503									4.95	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.284083	141.024722	117.96150324920755									4.95	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.375722	141.153222	107.00151989515066									4.95	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.321306	141.024361	117.9850818061961									4.96	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.304703	141.083553	112.7933814147415									4.96	40	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.919833	141.582222	97.59256948160932									4.97	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.417556	141.328444	92.27402418009386									4.97	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.311101	140.580837	271.6873412108457									4.98	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.928583	140.650444	304.1683596074225									4.99	291.08	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.200278	140.942833	125.6480288056499									4.99	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.130194	140.928056	127.88999749496564									5	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.396711	141.15705	106.86878922375708									5	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.142217	140.997734	176.43128390287572									5.03	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.970694	140.893472	134.67408296407834									5.03	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.366444	141.15375	106.88308272528238									5.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.923778	141.584778	97.74549939555924									5.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.098417	140.924417	128.7891642478167									5.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.429689	141.309086	94.14201262688321									5.04	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.308322	140.568725	272.56782991244063									5.05	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.385806	141.381083	87.27512466268557									5.06	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.644783	141.975306	153.5415921613107									5.06	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.310995	140.583635	271.55200697452864									5.07	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.958267	140.949177	194.60892971853374									5.07	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.419056	141.345806	90.79661903404482									5.08	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.409667	141.243472	99.5196205845322									5.08	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.039889	140.971861	186.40568698889615									5.08	169	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.198417	140.963972	123.82419746326052									5.1	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.913083	141.583361	96.99506454941									5.11	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.136444	140.934	127.27064141671546									5.12	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.217083	140.948778	124.96902298242188									5.12	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.279722	141.015806	118.75182306208166									5.13	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.917583	141.583556	97.33441765011264									5.13	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.827361	140.972069	133.53625069206365									5.15	137	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.207056	140.968306	123.35776291204596									5.16	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.969889	140.673028	299.1781996000043									5.17	209.19	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.518992	141.589278	255.7572997716839									2.45	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.381306	141.116306	110.26520740382335									2.46	16.99	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.423444	141.216333	102.06293562244637									2.46	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.37725	141.09975	111.67372963643385									2.46	11.7	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.251281	140.288672	473.47619090180854									2.47	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.420306	141.219722	101.72426465180513									2.48	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.448257	141.294392	95.73857410390193									2.48	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.096917	140.899333	130.98390356681242									2.49	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.535694	141.557842	258.2668968625614									2.5	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.222553	140.985692	121.69931313209949									2.5	360	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.249104	140.983627	121.69322476530368									2.5	2000	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.340639	141.143472	107.63152176737815									2.5	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.419722	141.209861	102.57013133798864									2.51	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.098861	140.906944	130.288649577835									2.51	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.338583	141.037167	116.91150412668722									2.52	21.74	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.646139	140.5805	334.67603726216777									2.53	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.646444	140.580667	334.6390551495486									2.53	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.733649	140.840621	315.45983183600043									2.54	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.216222	140.947	125.1317916467422									2.54	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.421556	141.210806	102.51425615427488									2.55	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.735449	140.828974	315.7285525284503									2.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.090222	140.900222	131.04108684325163									2.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.113361	140.909139	129.82421962488078									2.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.120472	140.905139	130.04278705880432									2.56	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.158583	140.909806	129.0339653599195									2.56	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.106139	140.903028	130.48685691685696									2.58	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.411389	141.368111	88.74823758432183									2.58	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.167611	140.920167	128.00918613748837									2.59	0	4														
